description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 16734: Possible road crossing sighting in the Francis Marion National  Forest | Class B | Berkeley County 	2004-10-20T12:00:00Z	-79.884	33.132	16734	B	45015	Berkeley	SC
Report 18902: Possible evening sighting by pedestrian on the outskirts of Little River and N. Myrtle Beach | Class B | Horry County 	2007-04-14T12:00:00Z	-78.38290000000001	33.5155	18902	B	ERROR	ERROR	ERROR
Report 19926: Incidents and followup near Lake Hartwell Dam | Class B | Anderson County 	2007-06-01T12:00:00Z	-82.82004999999999	34.35765	19926	B	45007	Anderson	SC
Report 20523: Possible whoops and knocks heard by relic hunter in the Ace Basin National Estuarine Research Reserve  | Class B | Colleton County 	2007-07-21T12:00:00Z	-80.559	32.825	20523	B	45029	Colleton	SC
Report 24916: Witness hears big exhale and finds clear footprint the next day on property near Bluffton | Class B | Beaufort County 	2007-05-30T12:00:00Z	-80.95958	32.29968	24916	B	45013	Beaufort	SC
Report 25915: Motorist describes possible daylight morning sight near Edisto River, between Canady and Givehans | Class B | Colleton County 	2009-05-02T12:00:00Z	-80.45451	33.04536	25915	B	45029	Colleton	SC
Report 26072: Trout fishermen encounter unnerving sounds & rock throwing in Joccasee Gorge  | Class B | Oconee County 	1998-10-01T12:00:00Z	-82.7962	35.01305	26072	B	45077	Pickens	SC
Report 25415: Possible nighttime visit while camping in the Black Hills of South Dakota | Class B | Lawrence County 	2008-06-22T12:00:00Z	-103.6183	44.38611	25415	B	46081	Lawrence	SD
Report 415: 2 men hear vocalization while calling up coyoties | Class B | Tipton County 	1981-10-15T12:00:00Z	-89.91499	35.5035	415	B	47167	Tipton	TN
Report 4381: Brief dusk sighting near Pillowville | Class B | Carroll County 	1981-10-15T12:00:00Z	-88.65445	36.12292	4381	B	47183	Weakley	TN
Report 7326: Deer hunter has early morning encounter near Middleton | Class B | Hardeman County 	1989-10-14T12:00:00Z	-89.38079999999999	35.0055	7326	B	47047	Fayette	TN
Report 8022: Couple hears vocalizations on Short Mountain. | Class B | Hawkins County 	1981-02-15T12:00:00Z	-82.98764	36.36264	8022	B	47073	Hawkins	TN
Report 10220: Motorists have nighttime sighting near Pulaski.  | Class B | Giles County 	1989-11-15T12:00:00Z	-86.90940000000001	35.1918	10220	B	47055	Giles	TN
Report 10740: Couple finds tracks in backyard pond | Class B | Henderson County 	2005-02-09T12:00:00Z	-88.30945	35.80762	10740	B	47077	Henderson	TN
Report 11328: Young girl has sighting near Milan | Class B | Gibson County 	1974-04-15T12:00:00Z	-88.76775000000001	36.0165	11328	B	47053	Gibson	TN
Report 11682: Young men have frightening vocalization incident near Stones River. | Class B | Rutherford County 	1993-03-15T12:00:00Z	-86.36485	35.94778	11682	B	47149	Rutherford	TN
Report 12815: Brief night time sighting near Blaine | Class B | Grainger County 	2005-04-13T12:00:00Z	-83.73153000000001	36.19408	12815	B	47173	Union	TN
Report 14383: Possible vocalizations heard near Pigeon Forge | Class B | Sevier County 	2006-04-11T12:00:00Z	-83.3626	35.46865	14383	B	37173	Swain	NC
Report 15003: Brief sighting by motorsist near Shelby Forest. | Class B | Shelby County 	1985-04-15T12:00:00Z	-89.94	35.226	15003	B	47157	Shelby	TN
Report 16013: Vacationers see large, upright figure near Newfound Gap. | Class B | Sevier County 	2002-07-01T12:00:00Z	-83.47566	35.64151	16013	B	47155	Sevier	TN
Report 16995: Man in the Citico Creek area has an unknown animal circle his camp for several hours | Class B | Loudon County 	2006-07-22T12:00:00Z	-84.05056	35.40472	16995	B	47123	Monroe	TN
Report 19100: Hikers hear characteristic vocalizations on Fiery Gizzard Trail  | Class B | Grundy County 	2000-04-10T12:00:00Z	-85.75014	35.23036	19100	B	47061	Grundy	TN
Report 20231: Camper Awakens and Sees Two Creatures in the Laurel Snow Pocket Wilderness | Class B | Rhea County 	2004-03-01T12:00:00Z	-85.02585000000001	35.5467	20231	B	47143	Rhea	TN
Report 21240: Possible activity (smell, branch twist) around residence outside Atoka. | Class B | Tipton County 	2007-07-15T12:00:00Z	-89.7735	35.416	21240	B	47167	Tipton	TN
Report 23916: Family records possible vocalizations in daylight near Mt. Zion Cemetery | Class B | Lawrence County 	2008-05-31T12:00:00Z	-87.23520000000001	35.0228	23916	B	47099	Lawrence	TN
Report 24229: Deer hunter experiences possible vocalizations and tree shaking near Mooresburg | Class B | Hawkins County 	2006-10-07T12:00:00Z	-83.21460999999999	36.38632	24229	B	47073	Hawkins	TN
Report 24547: Witness describes childhood experiences as well as some recent Class B incidents near Ethridge | Class B | Lawrence County 	1955-01-01T12:00:00Z	-87.2932	35.3218	24547	B	47099	Lawrence	TN
Report 24799: Hunter hears loud uknown vocalizations near Greenvale | Class B | Wilson County 	2008-10-27T12:00:00Z	-86.2011	35.9978	24799	B	47189	Wilson	TN
Report 25035: Witness describes possible call-and-answer vocalizations near Cleveland (Tennessee) | Class B | Bradley County 	2007-04-28T12:00:00Z	-84.8215	35.129	25035	B	47011	Bradley	TN
Report 26307: Possible track and wood knocks heard near Greenville | Class B | Greene County 	2009-07-18T12:00:00Z	-82.3045	36.0925	26307	B	37121	Mitchell	NC
Report 26829: Camper (active duty Marine from Cmp. Lejune) shoots at possible sasquatch and later hears moaning screams | Class B | Fentress County 	2006-06-06T12:00:00Z	-84.85902	36.39403	26829	B	47049	Fentress	TN
Report 27242: Possible howl heard on the Duck River while camping | Class B | Hickman County 	2009-07-17T12:00:00Z	-87.44963	35.78439	27242	B	47081	Hickman	TN
Report 27486: Man recalls strange encounter while searching for his father near Jackson | Class B | Crockett County 	1994-04-22T12:00:00Z	-89.0912	35.8606	27486	B	47033	Crockett	TN
Report 29244: Deer hunter recalls possible early morning encounter near Boone Lake | Class B | Sullivan County 	1993-10-20T12:00:00Z	-82.31094	36.42846	29244	B	47163	Sullivan	TN
Report 29403: Witness recalls a possible daytime sighting while 4-wheeling as a youth west of Nashville | Class B | Davidson County 	1988-10-08T12:00:00Z	-86.9803	36.0917	29403	B	47037	Davidson	TN
Report 29704: Memory told of a possible encounter while camping with friends near LaFollette  | Class B | Campbell County 	1995-06-24T12:00:00Z	-83.92841	36.4583	29704	B	47025	Claiborne	TN
Report 29794: Deer Hunter hears possible wood knocks in the Cheatham Wildlife Management Area | Class B | Cheatham County 	2008-11-29T12:00:00Z	-87.0886	36.1874	29794	B	47021	Cheatham	TN
Report 30748: Witness relates rock throwing encounter while camped along the Buffalo River | Class B | Perry County 	2011-09-15T12:00:00Z	-87.80840000000001	35.545	30748	B	47135	Perry	TN
Report 35114: Recollection of spotting a tall figure cross a trail at dusk near Norris Lake | Class B | Anderson County 	1988-09-16T12:00:00Z	-83.91800000000001	36.2635	35114	B	47173	Union	TN
Report 44665: Homeowner reports repeated wood knocks near Stanton | Class B | Haywood County 	2013-03-01T12:00:00Z	-89.35205000000001	35.52335	44665	B	47075	Haywood	TN
Report 638: Series of encounters with bigfoot in close proximity to Sulphur River | Class B | Delta County 	2003-12-15T12:00:00Z	-95.77	33.24722	638	B	48223	Hopkins	TX
Report 1123: Footprints photographed in Yellow Canyon.   | Class B | Lubbock County 	2001-01-06T12:00:00Z	-101.5361	33.45278	1123	B	48107	Crosby	TX
Report 1213: Encounter on Toledo Bend | Class B | Sabine County 	2004-02-03T12:00:00Z	-93.87194	31.56	1213	B	48403	Sabine	TX
Report 1431: Campers hear foot steps in tree line while walking on road | Class B | Guadalupe County 	1993-07-01T12:00:00Z	-98.03082999999999	29.57444	1431	B	48187	Guadalupe	TX
Report 1631: Several incidents in the woods near the Sulphur River south of Texarkana | Class B | Bowie County 	1978-10-28T12:00:00Z	-94.11611000000002	33.37917	1631	B	48037	Bowie	TX
Report 1632: Family camping at Lake Somerville is menaced by a loud screaming creature | Class B | Burleson County 	1972-07-15T12:00:00Z	-96.55000000000001	30.33333	1632	B	48051	Burleson	TX
Report 1633: Four friends camped in the woods observe bi-pedal creature moving similar to the way a man would move, not bear-like.  | Class B | Cass County 	1997-07-15T12:00:00Z	-94.25556	33.18528	1633	B	48067	Cass	TX
Report 2157: Footprints discovered, crashing in the underbrush nearby, strong odor.  | Class B | Victoria County 	1997-08-22T12:00:00Z	-97.06667	28.725	2157	B	48469	Victoria	TX
Report 2395: Sighting at night by a group of coon hunters; Screams were also heard in the area | Class B | Ellis County 	1938-06-30T12:00:00Z	-96.80417000000001	32.5175	2395	B	48139	Ellis	TX
Report 2396: Tall creature seen by witness | Class B | Ellis County 	1964-06-30T12:00:00Z	-96.69583	32.26889	2396	B	48139	Ellis	TX
Report 2397: Seven-foot tall creature seen by two youths; a local newspaper later carries story about other incidents in the same area | Class B | Grayson County 	1975-06-30T12:00:00Z	-96.52999999999999	33.75556	2397	B	48181	Grayson	TX
Report 2398: Sighting by a fisherman at night near Kilgore, and separate nighttime sighting by a family in a mobilehome | Class B | Gregg County 	1978-06-30T12:00:00Z	-94.81806	32.4125	2398	B	48183	Gregg	TX
Report 2477: Nine foot tall brown/black creature seen carrying a calf.  | Class B | Leon County 	1930-09-30T12:00:00Z	-95.70860999999999	31.40444	2477	B	48289	Leon	TX
Report 3390: Campers are disturbed by strange vocalizations in Piney Woods of East Texas | Class B | Nacogdoches County 	2003-10-15T12:00:00Z	-94.33334000000001	31.33333	3390	B	48347	Nacogdoches	TX
Report 3393: Something chases man back to truck and he sees dark figure in rearview mirror | Class B | Anderson County 	2003-10-17T12:00:00Z	-95.68333000000001	31.78333	3393	B	48001	Anderson	TX
Report 3587: Late afternoon sighting at creek, about fifteen miles NW of Paris | Class B | Lamar County 	2001-12-29T12:00:00Z	-95.62860999999999	33.82722	3587	B	48277	Lamar	TX
Report 4139: Hunting party loses bagged deer to unknown predator.  | Class B | Panola County 	1992-11-25T12:00:00Z	-94.20695000000001	32.1	4139	B	48365	Panola	TX
Report 6235: Biology teacher's experiences around "the 1893 Bridge." | Class B | Cooke County 	2004-05-24T12:00:00Z	-96.96333	33.81861	6235	B	48097	Cooke	TX
Report 6583: Unusual screams pierce evening at rural property near Seguin | Class B | Guadalupe County 	2003-10-08T12:00:00Z	-97.81083	29.385	6583	B	48177	Gonzales	TX
Report 7303: Strange odor precedes strange vocalizations in rural Texas | Class B | Dickens County 	2003-11-06T12:00:00Z	-100.8361	33.62167	7303	B	48125	Dickens	TX
Report 7552: Man has early morning encounter with unidentified creature | Class B | Hood County 	2003-12-12T12:00:00Z	-98.05	32.53333	7552	B	48221	Hood	TX
Report 7567: Family experiences activity near Ector.  | Class B | Fannin County 	2003-12-15T12:00:00Z	-96.27306	33.59	7567	B	48147	Fannin	TX
Report 7604: Possible bigfoot activity near Walker County line.  | Class B | Houston County 	2004-01-09T12:00:00Z	-95.58333999999999	30.95972	7604	B	48225	Houston	TX
Report 7652: Encounter near Sulphur River not far from Sulphur Springs | Class B | Hopkins County 	2004-01-09T12:00:00Z	-95.54277999999998	33.33	7652	B	48223	Hopkins	TX
Report 7669: Arrowhead hunter has distant encounter in Sulphur River bottoms.  | Class B | Franklin County 	2003-12-30T12:00:00Z	-95.24917000000001	33.34139	7669	B	48159	Franklin	TX
Report 7671: Nurse has roadside encounter with "very large, dark figure." | Class B | Rusk County 	2003-12-30T12:00:00Z	-94.86833	32.28944	7671	B	48401	Rusk	TX
Report 7802: Teenager hears vocalization at night and has possible sighting not far from Sabine River.  | Class B | Smith County 	2004-10-03T12:00:00Z	-95.41817	32.51556	7802	B	48423	Smith	TX
Report 7835: Unseen animal intimidates fishermen on Colorado River near Lake Spence.  | Class B | Coke County 	2004-01-22T12:00:00Z	-100.5167	31.84167	7835	B	48081	Coke	TX
Report 8116: People see large, hairy animal near road | Class B | Harrison County 	2004-02-28T12:00:00Z	-94.37361	32.65	8116	B	48203	Harrison	TX
Report 8289: Tracks found and other encounters in area near Lake o' the Pines.  | Class B | Cass County 	2004-03-01T12:00:00Z	-94.59999999999999	32.9	8289	B	48067	Cass	TX
Report 8549: Hunter is stalked by large, loud, unknown animal near Tehuacana Creek.  | Class B | Freestone County 	2004-04-28T12:00:00Z	-96.20000000000002	31.87333	8549	B	48161	Freestone	TX
Report 8832: While driving, young woman has afternoon sighting near South Texas Project.  | Class B | Matagorda County 	2004-06-30T12:00:00Z	-96.04472000000001	28.8	8832	B	48321	Matagorda	TX
Report 8861: Boy scouts have possible encounter near Possum Kingdom Lake | Class B | Palo Pinto County 	2004-10-31T12:00:00Z	-98.38333000000002	32.83333	8861	B	48363	Palo Pinto	TX
Report 9274: While driving home at night, family has sighting not far from Sabine River.  | Class B | Newton County 	2004-09-06T12:00:00Z	-93.68333	30.76667	9274	B	48351	Newton	TX
Report 9627: Hunter hears strange chattering and finds tracks in Sam Houston National Forest | Class B | Montgomery County 	2004-10-29T12:00:00Z	-95.71278	30.52694	9627	B	48339	Montgomery	TX
Report 9869: Man has night encounter at home just outside Sam Houston National Forest | Class B | Montgomery County 	2004-11-26T12:00:00Z	-95.36166	30.405	9869	B	48339	Montgomery	TX
Report 10239: Motorists observe animal crossing the road | Class B | Kinney County 	1994-08-13T12:00:00Z	-100.4104	29.24665	10239	B	48271	Kinney	TX
Report 10277: Loud, unseen animal torments deer hunter two days in a row | Class B | Burleson County 	2005-01-17T12:00:00Z	-96.59166999999999	30.525	10277	B	48051	Burleson	TX
Report 10800: Campers hear loud vocalizations in Sam Houston National Forest | Class B | San Jacinto County 	2004-11-24T12:00:00Z	-95.12305000000001	30.55	10800	B	48407	San Jacinto	TX
Report 11439: Mother and sons hear whoops in woods behind house. | Class B | Jasper County 	2005-04-25T12:00:00Z	-93.89	30.43444	11439	B	48241	Jasper	TX
Report 11451: While biking to work, man hears loud animal in woods.  | Class B | Polk County 	2005-04-26T12:00:00Z	-94.57999999999998	30.71139	11451	B	48457	Tyler	TX
Report 11635: Single car accident in Big Thicket National Preserve. | Class B | Polk County 	2005-05-08T12:00:00Z	-94.66652999999999	30.66986	11635	B	48373	Polk	TX
Report 11927: Two witnesses hear a possible vocalization in woods near creek Bay City. | Class B | Matagorda County 	2005-02-01T12:00:00Z	-95.5	29	11927	B	48039	Brazoria	TX
Report 11987: Vocalizations, wood knocks and strange chatter heard in the Sam Houston National Forest. | Class B | San Jacinto County 	2005-06-27T12:00:00Z	-95.13	30.46	11987	B	48407	San Jacinto	TX
Report 12314: Evening worker hears vocalizations, smells strong odor in Big Thicket | Class B | Jasper County 	2005-08-14T12:00:00Z	-93.97193999999999	30.33778	12314	B	48241	Jasper	TX
Report 12858: Possible vocalization heard near Woodlands Parkway  | Class B | Montgomery County 	2005-10-18T12:00:00Z	-95.47556	30.14378	12858	B	48339	Montgomery	TX
Report 14795: Print found in Sam Houston National Forest along Lone Star Hiking Trail | Class B | Montgomery County 	2006-04-01T12:00:00Z	-95.77907999999999	30.54366	14795	B	48339	Montgomery	TX
Report 15334: Possible late night highway sighting on I-10 near Sonora | Class B | Sutton County 	2006-07-19T12:00:00Z	-100.545	30.566	15334	B	48435	Sutton	TX
Report 15627: Four witnesses hear vocalizations in Davy Crockett National Forest | Class B | Houston County 	2006-08-27T12:00:00Z	-95.20690999999999	31.50773	15627	B	48225	Houston	TX
Report 15696: Possible stalking of hunter near Gatesville | Class B | Coryell County 	2004-12-01T12:00:00Z	-97.59945999999999	31.37756	15696	B	48099	Coryell	TX
Report 16499: Possible stalking on the Concho River outside San Angelo | Class B | Tom Green County 	2006-08-01T12:00:00Z	-100.4219	31.44815	16499	B	48451	Tom Green	TX
Report 19666: Hunter hears very loud scream at short range near Brazos River | Class B | Palo Pinto County 	2008-01-10T12:00:00Z	-98.34489000000001	32.817	19666	B	48363	Palo Pinto	TX
Report 23246: Violent tree shaking startles horses and riders on a ranch near Goldthwaite  | Class B | Mills County 	2007-11-17T12:00:00Z	-98.53998	31.4771	23246	B	48333	Mills	TX
Report 23531: Woman tells of her husband's close encounter as a young man with "The Hermit"  near Huntsville    | Class B | Walker County 	1961-11-11T12:00:00Z	-95.75645	30.812	23531	B	48471	Walker	TX
Report 23578: Possible tracks found along the Greenbelt Corridor outside Denton | Class B | Denton County 	2008-04-08T12:00:00Z	-97.03783999999999	33.27303	23578	B	48121	Denton	TX
Report 26473: Possible sign and incidents on private property while scouting for deer south of Monkstown | Class B | Fannin County 	2009-08-22T12:00:00Z	-95.92831	33.79094	26473	B	48147	Fannin	TX
Report 27307: Man and son have encounter while setting off fireworks near Pottsboro | Class B | Grayson County 	2006-07-04T12:00:00Z	-96.76199000000001	33.81435	27307	B	48181	Grayson	TX
Report 28305: Man recalls being spooked by loud vocalization near McKinney Bridge Road | Class B | Denton County 	1990-09-14T12:00:00Z	-97.02298999999999	33.33614	28305	B	48121	Denton	TX
Report 30570: Recollection of being driven from woods by possible vocalizations while squirrel hunting near Dangerfield | Class B | Cass County 	1998-10-15T12:00:00Z	-94.52924999999999	33.05685	30570	B	48067	Cass	TX
Report 30841: Possible midnight encounter in Thorp Springs RV Park | Class B | Hood County 	2011-10-19T12:00:00Z	-97.815	32.475	30841	B	48221	Hood	TX
Report 35721: Recollection of hearing frightening vocalizations in the Fort Worth Nature Center | Class B | Tarrant County 	1976-12-23T12:00:00Z	-97.44499999999999	32.84	35721	B	48439	Tarrant	TX
Report 39137: Hunter flushes large creature when retrieving rabbit near city of Mineral Wells | Class B | Parker County 	2010-10-15T12:00:00Z	-97.99999999999999	32.755	39137	B	48367	Parker	TX
Report 42473: Hunter's possible encounter near Kirbyville | Class B | Jasper County 	2013-11-02T12:00:00Z	-94.04528999999999	30.7114	42473	B	48241	Jasper	TX
Report 44678: Possible road crossing early in the day near Jasper | Class B | Jasper County 	2014-03-25T12:00:00Z	-94.20775999999999	31.05591	44678	B	48241	Jasper	TX
Report 177: Elk hunters hear screams in remote canyon below | Class B | Emery County 	1988-10-19T12:00:00Z	-111.2186	39.64175	177	B	49015	Emery	UT
Report 10024: Deer hunter finds a series of footprints on Y Mountain. | Class B | Utah County 	1982-10-31T12:00:00Z	-111.6068	40.25622	10024	B	49049	Utah	UT
Report 11324: Family finds footprint while hiking near Aspen Grove. | Class B | Utah County 	2004-07-05T12:00:00Z	-111.63	40.42	11324	B	49049	Utah	UT
Report 12289: Possible early morning vocalizations in the Uinta mountains. | Class B | Uintah County 	2005-08-02T12:00:00Z	-110	40.65	12289	B	49013	Duchesne	UT
Report 12396: Possible vocalization heard near Hoop Lake. | Class B | Daggett County 	2004-08-10T12:00:00Z	-109.75	40.9	12396	B	49009	Daggett	UT
Report 14732: Possible vocalizations heard near Huntington Reservoir | Class B | Sanpete County 	2005-08-15T12:00:00Z	-111.23	39.48	14732	B	49015	Emery	UT
Report 16744: Possible vocalizations heard near East Canyon Reservoir | Class B | Morgan County 	2006-10-15T12:00:00Z	-111.625	40.9	16744	B	49029	Morgan	UT
Report 17195: Possible vocalizations heard by elk hunters in the Uintah Mountains (north slope) | Class B | Daggett County 	1989-10-03T12:00:00Z	-109.725	40.915	17195	B	49009	Daggett	UT
Report 17259: Possible morning vocalizations heard north of Vernal. | Class B | Uintah County 	2007-07-09T12:00:00Z	-109.575	40.75	17259	B	49047	Uintah	UT
Report 17265: Possible bigfoot scream heard by hikers in Rock Canyon, in the Wasatch Mountains | Class B | Utah County 	2003-03-15T12:00:00Z	-111.5986	40.26705	17265	B	49049	Utah	UT
Report 18056: Possible late night sighting by camper near the UT/WY border | Class B | Summit County 	2001-06-13T12:00:00Z	-110.825	40.825	18056	B	49043	Summit	UT
Report 19983: Fisherman describes possible howls and camp stalking at Round Lake, Uinta Mountains | Class B | Summit County 	1986-07-19T12:00:00Z	-110.9325	40.77988	19983	B	49043	Summit	UT
Report 20254: Possible interacting vocalizations heard by hunter near Hyrum | Class B | Cache County 	1978-10-07T12:00:00Z	-111.6149	41.6359	20254	B	49005	Cache	UT
Report 20430: Possible camp stalking at Betsy Lake, Grandaddy Basin, Uinta Mountains  | Class B | Duchesne County 	1985-08-17T12:00:00Z	-110.8139	40.61087	20430	B	49013	Duchesne	UT
Report 21162: Possible vocalizations heard from the Swift Creek Campground on the south slope of the Uintas | Class B | Duchesne County 	2007-08-22T12:00:00Z	-110.3583	40.61125	21162	B	49013	Duchesne	UT
Report 21613: Grandson relates grandparents' accounts in the Wasatch-Cache National Forest | Class B | Weber County 	2007-08-31T12:00:00Z	-111.5833	41.41125	21613	B	49057	Weber	UT
Report 23291: Possible sighting at the base of Mount Timpanogos (west side of the mountain) | Class B | Utah County 	1998-01-31T12:00:00Z	-111.6956	40.34937	23291	B	49049	Utah	UT
Report 23908: Camper describes possible stalking at a camp near Scare Canyon | Class B | Cache County 	2006-09-07T12:00:00Z	-111.6348	41.49955	23908	B	49005	Cache	UT
Report 24530: Possible protest attack on an elk hunter's camper (vehicle) in Fishlake National Forest | Class B | Sevier County 	1988-09-04T12:00:00Z	-111.6631	38.8204	24530	B	49041	Sevier	UT
Report 24602: Bow-hunters near Huntington Canyon hear yelling creature approach their camp from a distance at night | Class B | Emery County 	1996-08-22T12:00:00Z	-111.1339	39.58375	24602	B	49015	Emery	UT
Report 25233: Bowhunter recalls hearing possible intimidation at night while returning to camp in Farmington Canyon | Class B | Morgan County 	1977-08-22T12:00:00Z	-111.8189	40.9744	25233	B	49011	Davis	UT
Report 28095: Man recalls possible encounter at a family cabin in Big Cottonwood Canyon outside Salt Lake City | Class B | Salt Lake County 	1964-08-01T12:00:00Z	-111.6508	40.60779	28095	B	49035	Salt Lake	UT
Report 33098: Man recalls his encounter that included stomping and tree shaking at Dodge Point | Class B | San Juan County 	1978-08-16T12:00:00Z	-109.3125	37.75705	33098	B	49037	San Juan	UT
Report 38797: Woman recalls childhood experience of a terrifying night-time encounter while camping near Kennecott Copper mine | Class B | Salt Lake County 	1970-07-17T12:00:00Z	-112.1402	40.4871	38797	B	49035	Salt Lake	UT
Report 1768: Lifelong hunter hears strange screams in early morning twilight directly under tree stand | Class B | Bedford County 	1988-11-01T12:00:00Z	-79.49706999999999	37.53434	1768	B	51019	Bedford	VA
Report 2280: A loud screaming sound was witnessed along with crashing and rocks thrown at the witnesses | Class B | Fairfax County 	1995-08-15T12:00:00Z	-77.34878999999999	38.80319	2280	B	51059	Fairfax	VA
Report 2286: Howling vocalization sounds heard by campers.  | Class B | Surry County 	1998-07-24T12:00:00Z	-76.77446999999999	37.1694	2286	B	51181	Surry	VA
Report 4788: Screams heard in the Great Dismal Swamp | Class B | Chesapeake City County 	2000-07-21T12:00:00Z	-76.28729	36.5884	4788	B	51550	Chesapeake	VA
Report 12727: Bow hunter is escorted from woods by foul-smelling, acorn-throwing bipeds | Class B | Scott County 	2004-10-16T12:00:00Z	-82.4179	36.8778	12727	B	51169	Scott	VA
Report 13212: Possible pre-dawn vocalization heard by hunter near Ferrum | Class B | Franklin County 	2003-11-13T12:00:00Z	-80.04165999999999	36.94165	13212	B	51067	Franklin	VA
Report 15107: Possible vocalizations heard by a farmer near Max Meadows | Class B | Wythe County 	2003-10-23T12:00:00Z	-80.8797	37.00085	15107	B	51197	Wythe	VA
Report 16777: Possible trash snatching (2 witnesses) outside Sherando | Class B | Augusta County 	2008-01-21T12:00:00Z	-78.92789999999999	37.9808	16777	B	51015	Augusta	VA
Report 17326: Recollection of a college outing interrupted by possible vocalizations and rocks thrown near Rawley Springs | Class B | Rockingham County 	1995-11-18T12:00:00Z	-79.16096	38.54602	17326	B	51165	Rockingham	VA
Report 19906: Traveller observes lumbering figure along roadside near Danville | Class B | Halifax County 	2003-04-19T12:00:00Z	-79.1345	36.589	19906	B	51083	Halifax	VA
Report 20257: Campers awakened by strange howls while camping near Sanford | Class B | Accomack County 	2007-06-21T12:00:00Z	-75.6561	37.92735	20257	B	51001	Accomack	VA
Report 22910: Witness has unusual experience in area of the Great Dismal Swamp | Class B | Chesapeake City County 	2008-01-12T12:00:00Z	-76.364	36.6765	22910	B	51550	Chesapeake	VA
Report 28449: Possible wood knock interaction by kayaking fishermen on Switzer Lake | Class B | Rockingham County 	2010-08-21T12:00:00Z	-79.14478	38.56546	28449	B	51165	Rockingham	VA
Report 31505: Husband and wife hear loud scream from inside their home in the town of Rocky Mount | Class B | Franklin County 	2007-07-28T12:00:00Z	-79.908	37.01115	31505	B	51067	Franklin	VA
Report 31594: Memory told of a possible sighting of two juveniles tree climbing at sundown near Farmville | Class B | Amelia County 	1980-08-30T12:00:00Z	-78.193	37.303	31594	B	51007	Amelia	VA
Report 31631: Nature photogapher hears possible woodknocks on Skyline Drive | Class B | Rockingham County 	2011-12-28T12:00:00Z	-78.5367	38.36885	31631	B	51165	Rockingham	VA
Report 31648: Possible encounters by soldiers training at Fort Pickett | Class B | Nottoway County 	2012-01-16T12:00:00Z	-77.90815000000001	37.047	31648	B	51135	Nottoway	VA
Report 31956: Possible dusk sighting from a roadway while walking a dog outside of Monterey | Class B | Highland County 	2012-01-07T12:00:00Z	-79.65548	38.44714	31956	B	51091	Highland	VA
Report 33256: Second witness reports possible activity while training at Fort Pickett | Class B | Nottoway County 	2011-04-16T12:00:00Z	-77.90815000000001	37.047	33256	B	51135	Nottoway	VA
Report 33887: Retired Military Policeman remembers strange incidents while on guard duty at Fort Belvoir | Class B | Fairfax County 	1978-07-15T12:00:00Z	-77.17868	38.70819	33887	B	51059	Fairfax	VA
Report 34337: Large man-like figure seen in the trees by a Marine training at Fort A. P. Hill | Class B | Caroline County 	2008-11-15T12:00:00Z	-77.2265	38.0735	34337	B	51033	Caroline	VA
Report 34583: Driver passes tall bipedal figure at night along Route 33 | Class B | Rockingham County 	2012-03-16T12:00:00Z	-79.14794999999999	38.58125	34583	B	51165	Rockingham	VA
Report 35467: Unexplained loud banging and whoops heard by a homeowner near Virginia Beach | Class B | Virginia Beach City County 	2012-05-19T12:00:00Z	-76.04179999999999	36.7586	35467	B	51810	Virginia Beach	VA
Report 35981: Possible encounter behind a fish hatchery near Fort Chiswell | Class B | Wythe County 	2011-06-10T12:00:00Z	-80.89	36.932	35981	B	51197	Wythe	VA
Report 36202: Memory told of a tall hairy figure seen in a corn field near Lawrenceville | Class B | Brunswick County 	1980-12-20T12:00:00Z	-77.95074	36.91355	36202	B	51025	Brunswick	VA
Report 36591: Runner shadowed by possible biped keeping pace through heavy forest near Wirtz | Class B | Franklin County 	2012-10-04T12:00:00Z	-79.8871	37.12815	36591	B	51067	Franklin	VA
Report 36850: Honeymooners feel bone rattling growl while hiking the Appalachian Trail | Class B | Warren County 	2012-10-17T12:00:00Z	-78.02081	38.9593	36850	B	51061	Fauquier	VA
Report 37817: Possible incidents outside a home near Meadowview | Class B | Washington County 	2012-11-16T12:00:00Z	-81.91070000000001	36.76377	37817	B	51191	Washington	VA
Report 38411: Campers experience strange events in Ramsey's Draft Wilderness Area | Class B | Augusta County 	2000-07-15T12:00:00Z	-79.35755	38.3331	38411	B	51015	Augusta	VA
Report 38619: Couple hear possible moan howls one afternoon at Eagle Rock Cemetery | Class B | Botetourt County 	2012-12-24T12:00:00Z	-79.79759	37.64224	38619	B	51023	Botetourt	VA
Report 40362: ATV rider hears an unknown long, brassy howl outside Christiansburg | Class B | Montgomery County 	2012-08-15T12:00:00Z	-80.36054	37.15814	40362	B	51121	Montgomery	VA
Report 40534: Strange encounter experienced by LEO's camped near Goldbond | Class B | Giles County 	2005-05-28T12:00:00Z	-80.6275	37.41095	40534	B	51071	Giles	VA
Report 42064: Driver has possible daylight sighting on US Route 33 outside Rawley Springs | Class B | Rockingham County 	2013-08-31T12:00:00Z	-79.11095	38.57716	42064	B	51165	Rockingham	VA
Report 42128: Residents hear possible activity near Linden | Class B | Warren County 	2013-09-15T12:00:00Z	-78.1268	38.89625	42128	B	51187	Warren	VA
Report 42643: Couple on their porch observe a tall biped chase a deer near Chilhowie | Class B | Smyth County 	2011-09-12T12:00:00Z	-81.62195	36.73225	42643	B	51173	Smyth	VA
